name,line
Kazuya Kinoshita,Twenty-five thousand yen! That’s a lot! 
Kazuya Kinoshita,This always burns a hole in my wallet. 
Kazuya Kinoshita,But given all I put her through even twice that wouldn't make up for it. 
Kazuya Kinoshita,Damn that Kibe…
Kazuya Kinoshita,Who punches a guy before getting the full story? 
Kazuya Kinoshita,Just how undeserving does he think I am of Mizuhara?! 
Kazuya Kinoshita,"I know, I know. "
Kazuya Kinoshita,"Well, I did show her off to him a lot.  "
Kazuya Kinoshita,"You reap what you sow, I guess. "
Kazuya Kinoshita ,"You’re so stupid, Kibe."
Kazuya Kinoshita,You should know there’s no way Mizuhara would go out with me for real. 
Kazuya Kinoshita,You just don’t get it man. 
kun,Can I drop the formalities? 
Chizuru Ichinose,"Y-Yes, go ahead. "
Kazuya Kinoshita,What? Kibe and Mizuhara?! 
Kazuya Kinoshita,What are they doing by themselves? 
Kazuya Kinoshita,And things seem kinda awkward!
Kazuya Kinoshita,"Wait, is he asking her out? "
Kazuya Kinoshita,"Yeah, no. "
kun,Are you and Kazuya really breaking up? 
Chizuru Ichinose,W-We are. 
kun,"Oh,"
kun,I’ve known him since we were kids. 
kun,"I’ve watched him his entire life, including what a flop he is with the ladies. "
kun,"Well, I almost gave up on him when he got rejected three times in one month, though. "
kun,"By the same girl, no less. "
Kazuya Kinoshita,Why bring that up?!
kun,So I honestly couldn't believe my eyes when he showed up with a cutie like you.
kun,"He’s trash, isn’t he? "
kun,"He’s a wish-washy moron who always needs others to clean up his messes, but he still believes everything will work out for him."
Kazuya Kinoshita,Hey! Tell him he’s wrong!
kun,"But sometimes, I think it’s a real talent to be so stupidly optimistic. "
kun,"Once, in grade school, our class was growing morning glories over the summer. "
kun,But I knocked over his planter by accident. 
kun,I couldn't tell where the seeds had flown off to. 
kun,I just grabbed the dirt laying around and put it back. 
kun,"Amazingly, his sprouted first. "
kun,"It was clearly just a weed, but he was adamant that it was a morning glory. "
kun,"The teacher tried to stop him, but he showed up first every morning to water it. "
kun,And he even kept a journal for it. 
kun,"What a moron, right?"
Chizuru Ichinose,Absolutely. 
kun,"I felt bad about the whole thing, and decided to apologise to him once summer break ended. "
kun,But then… 
kun,What do you think happened? 
kun,The plant blossomed. 
kun,Into a flower prettier than anyone else’s.
kun,It was a rare flower called “Hibiscus t-something-num.”
kun,It won him the gold medal in our research project. 
kun,"He was sad because it wasn't a morning glory, but I was mad jealous of that flower. "
kun,It never would've bloomed if he’d given up and stopped watering the plant. 
kun,Reality’s always out to grind us down. 
kun,"The rent’s through the roof, the neighbourhood strays always poop by your front door, the manga you love goes out with a whimper, and stuff. "
kun,But you know what? 
kun,"When you let reality win and stop dreaming, you die inside. "
kun,"When you stoop up for Kazu-chin at the pub, I thought he’d finally found someone who noticed his positives."
kun,I don't know what happened between the two of you…
kun,"But if you’ve just grown sick of him being a dumbass, could you give him another chance? "
kun,"If her ever pisses you off, I’ll beat him up for you. "
kun,"He’s not a bad guy, honestly. "
kun,"In the end, I know he’ll make sure you don’t regret it. "
kun,"Oh, here. I bought these at the convenience store. "
kun,I figured you two needed some alone time.
Chizuru Ichinose,"Oh, I couldn’t possibly accept them!"
kun,Don't worry about it. Let me do this for you. 
kun,"My best bud landed the best girl, but I’d done nothing to congratulate you two."
kun,Kazuya?
Chizuru Ichinose,He’s running?! 
Kazuya Kinoshita,"Hey, I’m sorry…"
Kazuya Kinoshita,I’m sorry I hit earlier! 
kun,"Shut it, you dolt. "
kun,"Well, I’ll leave you two to it."
Kazuya Kinoshita,"Hey, wai- "
Kazuya Kinoshita,A-Awkward!
Chizuru Ichinose,This one’s yours. 
Kazuya Kinoshita,Right…
Kazuya Kinoshita,"Mizuhara, uh… "
Kazuya Kinoshita,I’ll go. 
Chizuru Ichinose,I can’t say no after that speech he gave. 
Chizuru Ichinose,"If it’s just us on the ferry, we won’t have to worry about putting on an act. "
Kazuya Kinoshita,A-Are you sure? What about your friends? 
Chizuru Ichinose,I’ve been gone two hours now. 
Chizuru Ichinose,"At this point, all I can do is call them and say I left because I felt sick."
Kazuya Kinoshita,Oh… Sorry again.
Chizuru Ichinose,But this really is the last time. 
Chizuru Ichinose,"Kibe-san doesn't know our situation, so he’ll accept it if you tell him we talked it out and decided to break up. "
Kazuya Kinoshita,"Y-Yeah, you're right. "
Chizuru Ichinose,"It’s the last time. After this, we’re done. "
Kazuya Kinoshita,Y-You okay? 
Kazuya Kinoshita,Are you actually sick? 
Chizuru Ichinose,I’m fine. It’ll go away after a night’s rest. 
Chizuru Ichinose,I’m more than happy doing this to hep get your story straight. 
Chizuru Ichinose,I don't want this whole thing hanging over future jobs. 
Kazuya Kinoshita,Sorry… I didn’t expect it to turn into such a big deal. 
Chizuru Ichinose,"Like I said, you did nothing wrong."
Chizuru Ichinose,"You can’t get over your ex, right? "
Chizuru Ichinose,Then go get her back will all you’ve got. 
Chizuru Ichinose,"If there’s something you want, you have to go all out to claim it for yourself. "
Chizuru Ichinose,Life’s more fun that way. 
Kazuya Kinoshita,Mizuhara? 
Chizuru Ichinose,"Anyway, I’ll be inside. "
Kazuya Kinoshita,"Thank you, Mizuhara. "
Kazuya Kinoshita,You’ve given me courage. 
Kazuya Kinoshita,"Once I get off this ferry, "
Kazuya Kinoshita,I’m gonna ask Mami-chan out! 
Kazuya Kinoshita,I’ll clean up the rest of this mess myself. 
Kazuya Kinoshita,I’ll talk to everyone and make sure they get it.
Kazuya Kinoshita,Sorry you had to do all this for us. 
Kazuya Kinoshita,Why does the review scale only go up to five? I’d give you ten stars if I could! 
Kazuya Kinoshita,"Oh, and I won’t talk to you at college. "
Kazuya Kinoshita,"I’ll try to avoid you while taking out the trash and stuff, too. "
Kazuya Kinoshita,And I won’t rent you anymore. 
Kazuya Kinoshita,I won’t rent Mizuhara Chizuru out anymore. 
Chizuru Ichinose,Your phone’s ringing. 
Kazuya Kinoshita,"O-Oh, it is. "
Chizuru Ichinose,"Sorry, could you leave me alone? "
Kazuya Kinoshita,O-Okay. 
Kazuya Kinoshita,Mami-chan? 
Kazuya Kinoshita,Hello? 
chan,Kazu-kun? You free to talk? 
Kazuya Kinoshita,"Yeah, for a bit. "
chan,"Wow, it’s so loud there. What are you doing? "
Kazuya Kinoshita,I… I’m just outdoors. 
chan,I want to talk. Can we meet now? 
chan,Kazu-kun?
Kazuya Kinoshita,"N-Not right now, but in a bit, sure."
chan,How long do you need? 
Kazuya Kinoshita,"Ten minutes? Fifteen, maybe? "
chan,Got it. 
Kazuya Kinoshita,Wh-Where are you? 
Kazuya Kinoshita,The hotel lobby? Just outside? 
chan,The pool.
chan,The hotel’s swimming pool.
chan,I’m waiting all by myself. 
chan,And I’ll wait till you get here. 
chan,"Are you listening, Kazu-kun? "
Kazuya Kinoshita,"Y-Yeah, I am. "
Kazuya Kinoshita,What floor is that?
Kazuya Kinoshita,Fourth floor? Got it. 
Kazuya Kinoshita,Mizuhara Chizuru is just a rental girlfriend. 
Kazuya Kinoshita,"A fake one who won’t last, and one you’re not allowed to really fall for."
Kazuya Kinoshita,But… But I…
Kazuya Kinoshita,Mizuhara! 
Chizuru Ichinose,Where am I?
Chizuru Ichinose,"Oh, right. I fell off the ferry…"
Chizuru Ichinose,He jumped in to save me? 
Chizuru Ichinose,This keeps getting worse!
Chizuru Ichinose,"Not only can I not take care of myself, I even put my client in danger! "
Chizuru Ichinose,"Hey, are you okay? "
Chizuru Ichinose,Huh? 
Chizuru Ichinose,"Hey, wake up! "
Chizuru Ichinose,"You’re kidding, right?! Come on! "
Chizuru Ichinose,"Quit playing around! Wake up, come on! "
Chizuru Ichinose,S-Someone help! 
Chizuru Ichinose,What was it… Pump the chest thirty times? 
Chizuru Ichinose,What are you playing at?! 
Chizuru Ichinose,"I told you, how you deal with me is up to you! "
Chizuru Ichinose,Why put yourself at risk like this when I’m not even your real girlfriend? 
Chizuru Ichinose,How stupid are you?! 
Chizuru Ichinose,"I keep telling you, I’m just a rental girlfriend! "
chan,Mami! 
Kazuya Kinoshita,Crap… I’m fading. 
Kazuya Kinoshita,Did I die? 
Kazuya Kinoshita,I thought I could do it. 
Kazuya Kinoshita,I guess real life isn't as easy as movies or manga. 
Kazuya Kinoshita,"Sorry, Gran. "
Kazuya Kinoshita,I never got to introduce you to a nice girl. 
Kazuya Kinoshita,"Sorry, Mizuhara. I couldn’t even clean up my own mess."
Kazuya Kinoshita,"Man, seriously…"
Kazuya Kinoshita,Talk about pathetic. 
Kazuya Kinoshita,Mizuhara? Did you just…
Chizuru Ichinose,Sorry! 
Chizuru Ichinose,I’m sorry you had to jump in to save me. 
Kazuya Kinoshita,"Uh, n-no…"
Kazuya Kinoshita,Likewise. 
Kazuya Kinoshita,"After that, the Coast guard guys gave us a royal chewing-out. "
Kazuya Kinoshita,Then our friends snapped on us. 
Kazuya Kinoshita,"Ultimately, I skipped out on meeting Mami-chan. "
Kazuya Kinoshita,And had to spend the night in a nearby hospital.
Kazuya Kinoshita,M-Mizuhara! 
Kazuya Kinoshita,"Hey, uh… Thanks! "
Kazuya Kinoshita,"For, you know… doing all that to save me. "
Chizuru Ichinose,Why wouldn't I? I’m your girlfriend. 
kun,What’s going on here? 
kun,"You call off the breakup? She just said “girlfriend,” present tense. "
Kazuya Kinoshita,"Nah, it’s not that. "
Kazuya Kinoshita,"Mizuhara’s a rental girlfriend, and real mature."
Kazuya Kinoshita,She wouldn't think anything of a mere kiss. 
Chizuru Ichinose,I’m fine… I’m perfectly fine.
kun,"Hey, there’s the big hero. "
Kun,"Oh, yeah! Give me an autograph! "
chan,Hilarious! 
Kazuya Kinoshita,Aren’t you guys even a little worried about me? 
kun,"Wait, where’s Chizuru-san? "
Kazuya Kinoshita,"Huh? Oh, she said she was going back home. "
kun,That’s too bad. 
Kazuya Kinoshita,Thanks for coming to pick me up. 
Kazuya Kinoshita,"M-Mami-chan, about yesterday…"
Kazuya Kinoshita,Of course she hates me now. 
Kazuya Kinoshita,"Sorry, Gran! It’s back to the drawing board! "
kun,"Quit standing around and get in, Kazuya! "
Kazuya Kinoshita,O-Okay.
chan,"Well, later. "
chan,Don’t drown in the bathtub. 
chan,Come save me if I do.
kun,See ya. Give my regards to Chizuru-san. 
kun,"I won’t tell Nagomi-san about the stupid ""blues” thing."
kun,Just stay with her. 
Kazuya Kinoshita,"What? No, we’re still breaking up. "
kun,You’re still going on about that? 
Kazuya Kinoshita,This is way more complicated than you think. 
Kazuya Kinoshita,Ow! 
Kazuya Kinoshita,"Why’d you hit me again, jerk?! "
kun,"Life ain’t easy as you think, but it ain’t as hard as people make it out to be. "
kun,You put your life on the line for her. 
kun,"If that’s not love, then what the hell is? "
kun,Don’t let her go. Your entire lifetime supply of semen depends on it. 
Kazuya Kinoshita,Not happening. 
Kazuya Kinoshita,Mizuhara feels nothing for me. 
Kazuya Kinoshita,Nothing at all…
Kazuya Kinoshita,"Seriously, no! Not Mizuhara of all people!"
Kazuya Kinoshita,Don’t forget her cold stare when she demands you fork over the money! 
Kazuya Kinoshita,Her face might be smiling but her eyes aren’t! 
Chizuru Ichinose,Could you go be gross somewhere else? 
Kazuya Kinoshita,M-Mizuhara! 
Chizuru Ichinose,Move.
Kazuya Kinoshita,S-Sure.
Kazuya Kinoshita,I-I already made the booking for next week. 
Kazuya Kinoshita,No actual date. 
Kazuya Kinoshita,I’ll put the money in your post box. 
Kazuya Kinoshita,"So, uh… Once again…"
Kazuya Kinoshita,I’m sorry and stuff. 
Chizuru Ichinose,I see. Thanks. 
Kazuya Kinoshita,That was just CPR to keep her client alive. 
Kazuya Kinoshita,Part of her job. 
Kazuya Kinoshita,Only a fool would fall for a girl like that for real. 
Kazuya Kinoshita,Reminiscing already? We just got back. 
Kazuya Kinoshita,Yeesh. Can’t you even lay low for two.
chan,"No, Kazu-kun. "
Kazuya Kinoshita,Whoa… This is gonna be a big one. 
chan,"Sheesh, stop it! "
chan,"No, don’t! "
Kazuya Kinoshita,Hell no! 
chan,"You’re such a bad boy, Kazu-kun. "
Kazuya Kinoshita,Mami-chan… 
Kazuya Kinoshita,Mami-chan…
chan,"Come on, Kazu-kun. "
chan, Hey! 
Kazuya Kinoshita,Mami-chan…
chan,You know you can’t do that.
chan,Kazu-kun! 
Kazuya Kinoshita,If I told her this was how it all began Mizuhara would be pissed. 
Kazuya Kinoshita,But that was definitely the moment I realised… 
Kazuya Kinoshita,N-No… I can’t be…
Kazuya Kinoshita,That these feelings had passed the point of no return. 
chan,Chizuru…
chan,"You do know that urban legend about summer break, right? "
Chizuru Ichinose,"Again, I’m sorry. My tummy started really badly…"
chan,"Oh, we met at the beach. "
Chizuru Ichinose,"Okay, let’s get going! "
chan,Huh? What’s gotten into you? 
Chizuru Ichinose,Let’s just go! 
Kazuya Kinoshita,What’s going on? 
Kazuya Kinoshita,I’ve never reacted her like that… 
Kazuya Kinoshita,"No, stop it! "
Kazuya Kinoshita,Mizuhara’s just a rental girlfriend! 
Kazuya Kinoshita,That’s it! Nothing more!
Kazuya Kinoshita,"Man, am I really… "
Grandma Nagomi,"Hey, keep your eyes on the road. "
s Father,"Yeah, yeah, I know. "
Kazuya Kinoshita,Why are we going into the mountains? 
Grandma Nagomi,"Health tourism, my boy. "
Grandma Nagomi,I snagged a booking for a hot springs resort known for helping your organs recover. 
s Mother,I hear they serve pheasant for dinner. It’s Mt. Akagi’s local specialty! 
Grandma Nagomi,Pheasant?That takes me back! 
Grandma Nagomi,Haven’t had any since I got some from a customer at the bar…
Kazuya Kinoshita,"Well, can’t complain if it’s for health. "
Grandma Nagomi,"We’re here! Nashihi-kan, Gunma’s hidden-away hot spring resort!"
Grandma Nagomi,We get welcome drinks for free! 
Grandma Nagomi,And we can get up to thirty ice creams from the lobby machine at no extra charge! 
Kazuya Kinoshita,Thirty? I’d spend all day on the can! 
Grandma Nagomi,Is our friend not here yet? 
Kazuya Kinoshita,Huh? Friend? 
Grandma Nagomi,"Oh, there she is. Sayutaso! "
Kazuya Kinoshita,“Sayutaso”? 
Grandma Sayuri,"Oh, Nagomin! "
Kazuya Kinoshita,What?! 
Kazuya Kinoshita,Mizuhara’s grandma?! 
s Mother,"Oh, Ichinose-san. Good to see you again."
s Father,Thank you for looking after my mother in the hospital.
Grandma Sayuri,"No, I should be the one thanking her. "
Grandma Nagomi,"Come on, say hello. "
Kazuya Kinoshita,Wh-Why’s Ichinose-san here? 
Grandma Sayuri,"She got all better and was discharged, too, so we decided to go on a trip together to celebrate. "
Grandma Sayuri,Thank you so much for inviting me.
s Mother,What are you doing? You’re acting strange. 
Kazuya Kinoshita,"U-Uh, well, I’m just wondering if the person whose name starts with “Chi” is here too. "
Grandma Nagomi,“Chi”? None of our hospital buddies had a name like that.
Kazuya Kinoshita,O-Oh. 
Grandma Nagomi,You’re over there. 
Grandma Nagomi,"I could only get one room in the luxury Haseo-tei, so I got you one elsewhere "
Kazuya Kinoshita,What? 
Grandma Nagomi,Do you want to force Ichinose-san into a regular room? 
Grandma Sayuri,"Sorry about this, Kazuya-kun. "
Grandma Nagomi,Here’s your key. 
Grandma Nagomi,"Let’s sleep together, Sayutaso! "
Grandma Sayuri,"Sure, Nagomin! "
Kazuya Kinoshita,Gotcha. Never mind me. Just enjoy your discharge trip. 
Grandma Nagomi,"Wow, I have such an understanding grandson. "
Grandma Nagomi,There he goes.
Grandma Sayuri,"There he goes, indeed. "
Kazuya Kinoshita,Why’s it unlocked? 
Kazuya Kinoshita,Nobody’s here.
Kazuya Kinoshita,Huh? Did the previous guest leave those? 
Kazuya Kinoshita,"Clean it up, staff! "
Kazuya Kinoshita,"Well, I guess I can chill out more by myself. "
Kazuya Kinoshita,"I feel bad ‘cause our grandmas seem to be having fun, seem to having fun, but I have to tell them during this trip that broke up. For Mizuhara’s sake, too. "
Chizuru Ichinose,"Hey, Grandma! "
Chizuru Ichinose,Can you help me do my hair? 
Kazuya Kinoshita,What? 
Chizuru Ichinose,Wh-What are you doing here?! 
Kazuya Kinoshita,M-Mizuhara?! 
Kazuya Kinoshita,"H-Hey, wait up! "
Kazuya Kinoshita,"Where are you going, Mizuhara? "
Chizuru Ichinose,How haven’t you realised? We’ve been set up! 
Chizuru Ichinose,The Grandma Axis is conspiring to get the grandkids to form an alliance! 
Kazuya Kinoshita,“Conspiring”? That’s a bit overblown. 
Chizuru Ichinose,"I don’t mind them getting along, but they're meddling too much in affairs. "
Chizuru Ichinose,I’m giving them a piece of my mind! 
Kazuya Kinoshita,R-Right. 
Chizuru Ichinose,Stop right there. Take the stairs. 
Kazuya Kinoshita,Huh? 
Kazuya Kinoshita,"Oh, right, closed elevator and all.\"
Grandma Nagomi,"Sorry about that, Chizuru-san. "
Grandma Sayuri,"It’s okay, Chizuru. You have fun with Kazuya-kun. "
Chizuru Ichinose,Don’t give me that! I was waiting for you in the room! 
Kazuya Kinoshita,"Sh-She’s right, Gran. This is too much. "
Grandma Nagomi,"Look, we had them arrange for Fukata and personalised dinners for us. "
Grandma Nagomi,Changing rooms now would inconvenience the hotel staff. 
Grandma Sayuri,"What’s the problem, Chizuru? You two are dating. "
Chizuru Ichinose,"Sure, but sharing a room is too much. "
Chizuru Ichinose,We haven't crossed that line yet. 
Kazuya Kinoshita,“That” line?! 
Kazuya Kinoshita,Mizuhara! 
Grandma Nagomi,What? You haven’t done it yet? 
Grandma Nagomi,We just assumed you guys had. 
Grandma Sayuri,You two are so reversed. 
Grandma Nagomi,"Well, no time like the present. "
Grandma Sayuri,Go all in! 
Kazuya Kinoshita,Don’t give me that! 
Chizuru Ichinose,Don’t give me that! 
Grandma Sayuri,"Run along to your room now, you two. "
Chizuru Ichinose,W-Wait a second! 
Chizuru Ichinose,What now? 
Kazuya Kinoshita,Telling them we broke up now would just ruin the trip. 
Kazuya Kinoshita,"We could ask for another room, I guess…"
Kazuya Kinoshita,But I’m broke. 
Chizuru Ichinose,"Don’t go there. I’m low this month, too."
Kazuya Kinoshita,When you're that expensive? 
Chizuru Ichinose,Something to say? 
Kazuya Kinoshita,No…
Chizuru Ichinose,"God, this sucks. "
Chizuru Ichinose,Sharing a hotel room with a client is a disaster. 
Kazuya Kinoshita,All that aside…
Kazuya Kinoshita,Yukata Mizuhara is out of this world! 
Kazuya Kinoshita,There’s no way I’d last an entire night with her in the same room. 
Chizuru Ichinose,Forget it. I’m just going to enjoy this. 
Kazuya Kinoshita,Huh? 
Chizuru Ichinose,My grandmom paid a small fortune for this. 
Chizuru Ichinose,Can’t let it go to waste! 
Kazuya Kinoshita,Such resilience! 
Chizuru Ichinose,I’m hitting the bath.
Kazuya Kinoshita,Wait…
Chizuru Ichinose,"I know it’s awkward, but this can’t keep going on."
Chizuru Ichinose,I’m gonna tell them we broke up. 
Chizuru Ichinose,Got that? 
Grandma Nagomi,This gacha’s rates suck! 
Grandma Nagomi,Chizuru? 
Grandma Nagomi,Am I living the lucky lever trope now?!
Kazuya Kinoshita,Our relationship was a lie. 
Kazuya Kinoshita,It was all a lie I told. 
Kazuya Kinoshita,My feelings don’t factor into it.
Grandma Nagomi,"Ah, I see. So that trope only counts when it’s the opposite sex? "
Chizuru Ichinose,Y-Yes.
Grandma Nagomi,You learn something new every day. 
Chizuru Ichinose,"Um. Mrs. Kinoshita, I shouldn’t be making you do this. "
Grandma Nagomi,Don’t sweat it. 
Grandma Nagomi,’Tis an honour to be washing my future granddaughter-in-law’s sultry back. 
Chizuru Ichinose,"Oh, please. What’s sexy about a back? "
Grandma Nagomi,Says the girl with this spunky bottom. 
Grandma Nagomi,And these bountiful breasts. 
Grandma Nagomi,You’re truly a ray of hope that shines upon us Kinoshitas.
Grandma Nagomi,I’ll take great care to wash you inside and out. 
Chizuru Ichinose,Wait…
Grandma Nagomi,After all the father’s genes won’t be worth squat. 
Grandma Nagomi,I apologise for my grandson.
Chizuru Ichinose,"Uh, you don’t have to. "
Grandma Nagomi,"This is also a remembrance trip, you see."
Grandma Nagomi,Today’s the date my husband passed. 
Chizuru Ichinose,What? Then…
Grandma Nagomi,"Oh, don’t worry about me. I’m over it now. "
Grandma Nagomi,"That said, it was always a day that made me feel a little lonely, but I got out of the hospital, made a new friend, and even got to take a bath with you. "
Grandma Nagomi,It has become a special day for me now.
Chizuru Ichinose,Can I ask you something? What would do if I were lying? 
Chizuru Ichinose,What if I weren't the kind of person you think I am? 
Grandma Nagomi,Nobody goes through life without lying.
Grandma Nagomi,I’d love you even if you were an alien. 
Chizuru Ichinose,I’ve given up on trying to figure out this mess! 
Chizuru Ichinose,Gotta get our money’s worth! 
Chizuru Ichinose,"Here, cheers."
 Chizuru Ichinose,Ch-Cheers. 
Chizuru Ichinose,So yummy! 
Chizuru Ichinose,"Uh, isn’t that the sauce? "
Kazuya Kinoshita,I thought it was soup! 
Kazuya Kinoshita,I drank quite a bit…
Chizuru Ichinose,You’re such a dolt. 
Kazuya Kinoshita,I’ve never seen her laugh like a normal girl before. 
Kazuya Kinoshita,I guess I really am a bother to her. 
Kazuya Kinoshita,"Well, night. "
Kazuya Kinoshita,I can sleep in the bathroom or by the door. 
Kazuya Kinoshita,I know you won’t have pleasant dreams with me around. 
Chizuru Ichinose,What’s the big deal? 
Chizuru Ichinose,Why can’t you just sleep here? 
Chizuru Ichinose,"What are you saying, Kazuya-san? You’ve been calling me all day."
Chizuru Ichinose,Of course I would go anywhere for your grandmother!
Grandma Nagomi,My angel!
Grandma Nagomi,I believed in you!
Grandma Nagomi,I knew you wouldn't cast Kazuya aside!
Grandma Nagomi,"A boy like him will never get another girlfriend, after all!"
Grandma Nagomi,You’d better come see me on Wednesday.
Kazuya Kinoshita,"I do, every week."
Grandma Nagomi,Not by yourself. Bring Chizuru along.
Kazuya Kinoshita,You’re not happy just to see me?
Grandma Nagomi,Absolutely not.
Grandma Nagomi,"Also, make sure to walk her back."
Kazuya Kinoshita,You don’t have to tell me.
Grandma Nagomi,Rest assured. I guarantee that you two will get married someday.
Sumi Sakurasawa,Um, excuse me. Are you Kazuya-san's girlfriend?
Chizuru Ichinose,No, I'm just his rental girlfriend.
Sumi Sakurasawa,Oh, I see. Well, I hope you're taking good care of him.
Ruka Sarashina,Hi, Kazuya-kun! I've been looking for you everywhere!
Kazuya Kinoshita,Oh, hey Ruka. What's up?
Ruka Sarashina,Not much. I just wanted to talk to you about something important.
Chizuru Ichinose,Who's this?
Kazuya Kinoshita,This is Ruka. She's a friend from school.
Ruka Sarashina,Nice to meet you! I'm Kazuya-kun's girlfriend.
Chizuru Ichinose,What?!
Chizuru Ichinose,An orange shirt and striped pants…
Chizuru Ichinose,"You must be Kazuya-Kun, right?"
Chizuru Ichinose,You’re in college? What year?
Kazuya Kinoshita,F-First year.
Chizuru Ichinose,"What? Me, too!"
Kazuya Kinoshita,"Oh, but I took a gap year."
Chizuru Ichinose,"Ah, you are older than me then."
Chizuru Ichinose,Oops.
Kazuya Kinoshita,Damn…
Kazuya Kinoshita,She’s hot!
Kazuya Kinoshita,Anyone dating her would be living the life!
Kazuya Kinoshita,Whoa.
Chizuru Ichinose,"Hey, uh…"
Chizuru Ichinose,Do you mind?
Kazuya Kinoshita,"Oh, sure. "
Kazuya Kinoshita,Crap… I wanna leave.
Kazuya Kinoshita,I wanna go home and sleep.
Kazuya Kinoshita,"Oh, so we’re following the date plan I sent by text."
Chizuru Ichinose,This is my first time at an aquarium.
Kazuya Kinoshita,Really? That’s unusual.
Chizuru Ichinose,Look that fish is cute.
Kazuya Kinoshita,Oh that’s the lowlight tetra. 
Chizuru Ichinose,Do you know a lot about fish?
Kazuya Kinoshita,I-I guess? I love hitting up aquariums.
Chizuru Ichinose,Wow!
Chizuru Ichinose,I’m so glad my first aquarium visit was with you!
Chizuru Ichinose,"Well, I had lots of fun today."
Chizuru Ichinose,"Thanks, Kazuya-kun! See you! "
Kazuya Kinoshita,O-Outrageous!
Kazuya Kinoshita,It was all an act!?
Kazuya Kinoshita,Holding hand before the end is just part of her routine?!
Kazuya Kinoshita,How dare she toy with my heart?! 
Kazuya Kinoshita,I just need to give her a piece of my mind! 
Chizuru Ichinose,"Kazuya-Kun, did you wait long?"
Chizuru Ichinose,I was worried you might not like this hairdo.
Chizuru Ichinose,What do you think?
Kazuya Kinoshita,I-I don’t hate it or anything.
Chizuru Ichinose,Thank goodness!
Kazuya Kinoshita,Damn it! She’s so cute!
Chizuru Ichinose,Fee received. Thank you.
Kazuya Kinoshita,"Hey, doesn’t it make you feel empty inside?"
Chizuru Ichinose,Huh?
Kazuya Kinoshita,"Y’know, going on dates with guys you don’t even like."
Kazuya Kinoshita,And getting paid for it. 
Kazuya Kinoshita,Doesn’t it get to you? 
Chizuru Ichinose,No. I love my job. 
Chizuru Ichinose,"I get to meet people like you, after all."
Kazuya Kinoshita,Huh? W-We’re not ma- 
Chizuru Ichinose,We’re dating.
Kazuya Kinoshita,"No, we’re not even that."
Kazuya Kinoshita,"We're total strangers, aren't we? "
Kazuya Kinoshita,Technically.
Cashier,"Oh, uh… I guess I’ll split your purchases up."
Chizuru Ichinose,"Sure. We can be whatever you wants us to be, Kazuya-kun."
Chizuru Ichinose,"Look, Kazuya- kun! Neon tetras! "
Kazuya Kinoshita,"Oh, yeah."
Chizuru Ichinose,Cute! 
Chizuru Ichinose,"Garden eels hide in the sand because they’re afraid, right?"
Kazuya Kinoshita,Wow… she must have read up on them.
Kazuya Kinoshita,She did her homework… all for today’s date.
Kazuya Kinoshita,Enough already.
Kazuya Kinoshita,"Seriously, what is that gonna achieve?"
Kazuya Kinoshita,Is that just your professionalism? It’s meaningless! 
Kazuya Kinoshita,Not like these relationships last more than a day!
Chizuru Ichinose,"Hey, what’s gotten into you, Kazuya-kun?"
Kazuya Kinoshita,You must break up immediately!
Kazuya Kinoshita,It doesn’t matter how much you care for your partner!
Chizuru Ichinose,Let’s get out of here. 
Kazuya Kinoshita,I know that was stupid…
Kazuya Kinoshita,But I got it off of my chest…
Kazuya Kinoshita,Why do all these girls get into fake relationships with people they don’t even like?!
Chizuru Ichinose,"Okay, look…"
Chizuru Ichinose,What is wrong with you? Are you stupid?!
Chizuru Ichinose,Yelling like that in a public place… Way to get everyone’s eyes on us.
Chizuru Ichinose,"What’s your problem, anyway?"
Chizuru Ichinose,"All day you’ve been like, “Don’t you feel empty inside?” And “We’re total strangers!”"
Chizuru Ichinose,Seriously are you stupid? 
Kazuya Kinoshita,U-Uh…
Chizuru Ichinose,I’m your rental girlfriend. This is just how it works! 
Chizuru Ichinose,Weren’t you the one who made the request?!
Chizuru Ichinose,"You saw the user agreement and clicked “I agree”, didn’t you?!"
Kazuya Kinoshita,I did… I’m sorry.
Chizuru Ichinose,"Also, why did you give me a one-star review?! "
Chizuru Ichinose,Did I do anything wrong on our date?! 
Chizuru Ichinose,"That brought my rating down a whole 0.3 points, you know!"
Chizuru Ichinose,I’d only ever gotten five-star reviews before that.
Kazuya Kinoshita,Here we go.
Kazuya Kinoshita,This is the real Mizuhara Chizuru.
Chizuru Ichinose,"I’ve always given this job my all, including this date. "
Chizuru Ichinose,I don’t even like fish but I went and bought a book about them for this date.
Kazuya Kinoshita,She’s a completely different person than before.
Kazuya Kinoshita,All I can say for sure is…
Chizuru Ichinose,Could you not get in the way of my work?
Chizuru Ichinose,I can’t believe you!
Chizuru Ichinose,"Ugh, this sucks! Guess I’m getting another one-star review!"
Kazuya Kinoshita,I’m totally in the wrong.
Chizuru Ichinose,"So, what now?"
Chizuru Ichinose,Do you want to continue?
Chizuru Ichinose,I’ll tag along if you want to keep going.
Kazuya Kinoshita,Hello? What? 
Chizuru Ichinose,Hey! We’re not done talking here! 
Kazuya Kinoshita,What? Seriously? 
Kazuya Kinoshita,Got it! 
Kazuya Kinoshita,My grandma collapsed…
Chizuru Ichinose ,Huh?
Kazuya Kinoshita,I gotta go! 
Chizuru Ichinose,H-Hey! 
